score,text,casefolding_text,cleaning_text,slangword_text,tokenizing_text,stopword_text,final_text,label,text_length
1,"Menurut sy aplikasi ya sdh bagus, banyak keluhan dr rakyat kecil yg mulai di dengar dengan aplikasi lapor ini, tapi sebaiknya masyarakat yg menggunakan nya pun harus lebih pintar, dan tau masalah yg memang harus d selesaikan dengan aplikasi ini,,, bukan masalah sepele dan tidak berbobot pun d laporin yg jadi nya buat seakan-akan laporan tdk bermutu, dan pihak aplikasi pun harus punya bukti untuk laporan yg d terima...","menurut sy aplikasi ya sdh bagus, banyak keluhan dr rakyat kecil yg mulai di dengar dengan aplikasi lapor ini, tapi sebaiknya masyarakat yg menggunakan nya pun harus lebih pintar, dan tau masalah yg memang harus d selesaikan dengan aplikasi ini,,, bukan masalah sepele dan tidak berbobot pun d laporin yg jadi nya buat seakan-akan laporan tdk bermutu, dan pihak aplikasi pun harus punya bukti untuk laporan yg d terima...",menurut sy aplikasi ya sdh bagus banyak keluhan dr rakyat kecil yg mulai di dengar dengan aplikasi lapor ini tapi sebaiknya masyarakat yg menggunakan nya pun harus lebih pintar dan tau masalah yg memang harus d selesaikan dengan aplikasi ini bukan masalah sepele dan tidak berbobot pun d laporin yg jadi nya buat seakanakan laporan tdk bermutu dan pihak aplikasi pun harus punya bukti untuk laporan yg d terima,menurut sy aplikasi ya sudah bagus banyak keluhan dr rakyat kecil yang mulai di dengar dengan aplikasi laporan ini tapi sebaiknya masyarakat yang menggunakan nya pun harus lebih pintar dan tahu masalah yang memang harus d selesaikan dengan aplikasi ini bukan masalah sepele dan tidak berbobot pun d laporin yang jadi nya buat seakanakan laporan tidak bermutu dan pihak aplikasi pun harus punya bukti untuk laporan yang d terima,"['menurut', 'sy', 'aplikasi', 'ya', 'sudah', 'bagus', 'banyak', 'keluhan', 'dr', 'rakyat', 'kecil', 'yang', 'mulai', 'di', 'dengar', 'dengan', 'aplikasi', 'laporan', 'ini', 'tapi', 'sebaiknya', 'masyarakat', 'yang', 'menggunakan', 'nya', 'pun', 'harus', 'lebih', 'pintar', 'dan', 'tahu', 'masalah', 'yang', 'memang', 'harus', 'd', 'selesaikan', 'dengan', 'aplikasi', 'ini', 'bukan', 'masalah', 'sepele', 'dan', 'tidak', 'berbobot', 'pun', 'd', 'laporin', 'yang', 'jadi', 'nya', 'buat', 'seakanakan', 'laporan', 'tidak', 'bermutu', 'dan', 'pihak', 'aplikasi', 'pun', 'harus', 'punya', 'bukti', 'untuk', 'laporan', 'yang', 'd', 'terima']","['sy', 'aplikasi', 'bagus', 'keluhan', 'dr', 'rakyat', 'dengar', 'aplikasi', 'laporan', 'masyarakat', 'pintar', 'selesaikan', 'aplikasi', 'sepele', 'tidak', 'berbobot', 'laporin', 'seakanakan', 'laporan', 'tidak', 'bermutu', 'aplikasi', 'bukti', 'laporan', 'terima']",sy aplikasi bagus keluhan dr rakyat dengar aplikasi laporan masyarakat pintar selesaikan aplikasi sepele tidak berbobot laporin seakanakan laporan tidak bermutu aplikasi bukti laporan terima,negatif,25
1,Ngrim aduan servernya eror terus,ngrim aduan servernya eror terus,ngrim aduan servernya eror terus,ngrim pengaduan servernya error terus,"['ngrim', 'pengaduan', 'servernya', 'error', 'terus']","['ngrim', 'pengaduan', 'servernya', 'error']",ngrim pengaduan servernya error,negatif,4
5,mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,positif,1
3,"Jawaban laporan kurang responsif & adapun jika dijawab, bahasanya terlalu teknis","jawaban laporan kurang responsif & adapun jika dijawab, bahasanya terlalu teknis",jawaban laporan kurang responsif adapun jika dijawab bahasanya terlalu teknis,jawaban laporan kurang responsif adapun jika dijawab bahasanya terlalu teknis,"['jawaban', 'laporan', 'kurang', 'responsif', 'adapun', 'jika', 'dijawab', 'bahasanya', 'terlalu', 'teknis']","['laporan', 'responsif', 'bahasanya', 'teknis']",laporan responsif bahasanya teknis,netral,4
1,Aplikasi ini tidah lebih hanyalah sebuah proyek,aplikasi ini tidah lebih hanyalah sebuah proyek,aplikasi ini tidah lebih hanyalah sebuah proyek,aplikasi ini tidah lebih hanyalah sebuah proyek,"['aplikasi', 'ini', 'tidah', 'lebih', 'hanyalah', 'sebuah', 'proyek']","['aplikasi', 'tidah', 'proyek']",aplikasi tidah proyek,negatif,3
5,keluhhan masyarakat terhadap pela yanan publik,keluhhan masyarakat terhadap pela yanan publik,keluhhan masyarakat terhadap pela yanan publik,keluhhan masyarakat terhadap pela yanan publik,"['keluhhan', 'masyarakat', 'terhadap', 'pela', 'yanan', 'publik']","['keluhhan', 'masyarakat', 'pela', 'yanan', 'publik']",keluhhan masyarakat pela yanan publik,positif,5
1,Laporan saya g Ada yg d tindak lanjuti....,laporan saya g ada yg d tindak lanjuti....,laporan saya g ada yg d tindak lanjuti,laporan saya tidak ada yang d tindak lanjuti,"['laporan', 'saya', 'tidak', 'ada', 'yang', 'd', 'tindak', 'lanjuti']","['laporan', 'saya', 'tidak', 'ada', 'tindak', 'lanjuti']",laporan saya tidak ada tindak lanjuti,negatif,6
1,tidak ditanggapi oleh dinas tenaga kerja & transmigrasi yogyakarta.. padahal banyak pelanggaran dan pengaduanya pun tidak ditanggapi.. kalian org dinas yg dibayyar rakyat kerja kalian ngapain aja,tidak ditanggapi oleh dinas tenaga kerja & transmigrasi yogyakarta.. padahal banyak pelanggaran dan pengaduanya pun tidak ditanggapi.. kalian org dinas yg dibayyar rakyat kerja kalian ngapain aja,tidak ditanggapi oleh dinas tenaga kerja transmigrasi yogyakarta padahal banyak pelanggaran dan pengaduanya pun tidak ditanggapi kalian org dinas yg dibayyar rakyat kerja kalian ngapain aja,tidak ditanggapi oleh dinas tenaga kerja transmigrasi yogyakarta padahal banyak pelanggaran dan pengaduanya pun tidak ditanggapi kalian org dinas yang dibayyar rakyat kerja kalian ngapain aja,"['tidak', 'ditanggapi', 'oleh', 'dinas', 'tenaga', 'kerja', 'transmigrasi', 'yogyakarta', 'padahal', 'banyak', 'pelanggaran', 'dan', 'pengaduanya', 'pun', 'tidak', 'ditanggapi', 'kalian', 'org', 'dinas', 'yang', 'dibayyar', 'rakyat', 'kerja', 'kalian', 'ngapain', 'aja']","['tidak', 'ditanggapi', 'dinas', 'tenaga', 'kerja', 'transmigrasi', 'yogyakarta', 'pelanggaran', 'pengaduanya', 'tidak', 'ditanggapi', 'kalian', 'org', 'dinas', 'dibayyar', 'rakyat', 'kerja', 'kalian', 'ngapain', 'aja']",tidak ditanggapi dinas tenaga kerja transmigrasi yogyakarta pelanggaran pengaduanya tidak ditanggapi kalian org dinas dibayyar rakyat kerja kalian ngapain aja,negatif,20
1,"susahhh amat si loading mulu, kategori juga ga.muncul2, aplikasi layanan gak ada gunanya looh, hapuss ajaa keluar aja dari google play","susahhh amat si loading mulu, kategori juga ga.muncul2, aplikasi layanan gak ada gunanya looh, hapuss ajaa keluar aja dari google play",susah amat si loading mulu kategori juga gamuncul aplikasi layanan gak ada gunanya looh hapuss ajaa keluar aja dari google play,susah amat si loading mulu kategori juga gamuncul aplikasi layanan tidak ada gunanya looh hapuss ajaa keluar aja dari google play,"['susah', 'amat', 'si', 'loading', 'mulu', 'kategori', 'juga', 'gamuncul', 'aplikasi', 'layanan', 'tidak', 'ada', 'gunanya', 'looh', 'hapuss', 'ajaa', 'keluar', 'aja', 'dari', 'google', 'play']","['susah', 'si', 'loading', 'mulu', 'kategori', 'gamuncul', 'aplikasi', 'layanan', 'tidak', 'ada', 'gunanya', 'looh', 'hapuss', 'ajaa', 'aja', 'google', 'play']",susah si loading mulu kategori gamuncul aplikasi layanan tidak ada gunanya looh hapuss ajaa aja google play,negatif,17
5,Sangat baik,sangat baik,sangat baik,sangat baik,"['sangat', 'baik']",['baik'],baik,positif,1
5,"Aplikasi yang sangat membantu masyarakat menyampaikan aspirasi dan pemikiran, semoga aplikasi ini berkembang seiring perkembangan reformasi dan birokrasi di negara tercinta Indonesia.","aplikasi yang sangat membantu masyarakat menyampaikan aspirasi dan pemikiran, semoga aplikasi ini berkembang seiring perkembangan reformasi dan birokrasi di negara tercinta indonesia.",aplikasi yang sangat membantu masyarakat menyampaikan aspirasi dan pemikiran semoga aplikasi ini berkembang seiring perkembangan reformasi dan birokrasi di negara tercinta indonesia,aplikasi yang sangat membantu masyarakat menyampaikan aspirasi dan pemikiran semoga aplikasi ini berkembang seiring perkembangan reformasi dan birokrasi di negara tercinta indonesia,"['aplikasi', 'yang', 'sangat', 'membantu', 'masyarakat', 'menyampaikan', 'aspirasi', 'dan', 'pemikiran', 'semoga', 'aplikasi', 'ini', 'berkembang', 'seiring', 'perkembangan', 'reformasi', 'dan', 'birokrasi', 'di', 'negara', 'tercinta', 'indonesia']","['aplikasi', 'membantu', 'masyarakat', 'aspirasi', 'pemikiran', 'semoga', 'aplikasi', 'berkembang', 'seiring', 'perkembangan', 'reformasi', 'birokrasi', 'negara', 'tercinta', 'indonesia']",aplikasi membantu masyarakat aspirasi pemikiran semoga aplikasi berkembang seiring perkembangan reformasi birokrasi negara tercinta indonesia,positif,15
1,"tidak bisa submit baik pake sinyal pribadi atau wifi. Tidak bisa update profil. padahal kalo mau lapor harus lengkapi profil. aplikasi belum siap, masih banyak bugs. Terimakasih","tidak bisa submit baik pake sinyal pribadi atau wifi. tidak bisa update profil. padahal kalo mau lapor harus lengkapi profil. aplikasi belum siap, masih banyak bugs. terimakasih",tidak bisa submit baik pake sinyal pribadi atau wifi tidak bisa update profil padahal kalo mau lapor harus lengkapi profil aplikasi belum siap masih banyak bugs terimakasih,tidak bisa submit baik pake sinyal pribadi atau wifi tidak bisa update profil padahal kalo mau laporan harus lengkapi profil aplikasi belum siap masih banyak bugs terimakasih,"['tidak', 'bisa', 'submit', 'baik', 'pake', 'sinyal', 'pribadi', 'atau', 'wifi', 'tidak', 'bisa', 'update', 'profil', 'padahal', 'kalo', 'mau', 'laporan', 'harus', 'lengkapi', 'profil', 'aplikasi', 'belum', 'siap', 'masih', 'banyak', 'bugs', 'terimakasih']","['tidak', 'bisa', 'submit', 'baik', 'pake', 'sinyal', 'pribadi', 'wifi', 'tidak', 'bisa', 'update', 'profil', 'kalo', 'laporan', 'lengkapi', 'profil', 'aplikasi', 'bugs', 'terimakasih']",tidak bisa submit baik pake sinyal pribadi wifi tidak bisa update profil kalo laporan lengkapi profil aplikasi bugs terimakasih,negatif,19
5,Lumayan,lumayan,lumayan,lumayan,['lumayan'],['lumayan'],lumayan,positif,1
1,"Mau daftar akun gak bisa! Suruh"" pilih jenis kelamin"" !. Opsi menu ini kolom tidak ada, apanya yg dipilih jenis kelamin!!!","mau daftar akun gak bisa! suruh"" pilih jenis kelamin"" !. opsi menu ini kolom tidak ada, apanya yg dipilih jenis kelamin!!!",mau daftar akun gak bisa suruh pilih jenis kelamin opsi menu ini kolom tidak ada apanya yg dipilih jenis kelamin,mau daftar akun tidak bisa suruh pilih jenis kelamin opsi menu ini kolom tidak ada apanya yang dipilih jenis kelamin,"['mau', 'daftar', 'akun', 'tidak', 'bisa', 'suruh', 'pilih', 'jenis', 'kelamin', 'opsi', 'menu', 'ini', 'kolom', 'tidak', 'ada', 'apanya', 'yang', 'dipilih', 'jenis', 'kelamin']","['daftar', 'akun', 'tidak', 'bisa', 'suruh', 'pilih', 'jenis', 'kelamin', 'opsi', 'menu', 'kolom', 'tidak', 'ada', 'apanya', 'dipilih', 'jenis', 'kelamin']",daftar akun tidak bisa suruh pilih jenis kelamin opsi menu kolom tidak ada apanya dipilih jenis kelamin,negatif,17
2,"Saya bandingkan... Versi web lebih responsif dlm menanggapi aduan dibanding versi Apps-nya. Developer Apps Lapor juga tidak menanggapi reviews setiap penggunanya. Maka tidak heran jika ratingnya rata-rata 1⭐. Perbaiki kinerjanya boss, jgn merusak kredibilitas website aslinya. Klo tidak niat bikin Apps sebaiknya stop aja, krn versi Web nya sudah bagus.","saya bandingkan... versi web lebih responsif dlm menanggapi aduan dibanding versi apps-nya. developer apps lapor juga tidak menanggapi reviews setiap penggunanya. maka tidak heran jika ratingnya rata-rata 1⭐. perbaiki kinerjanya boss, jgn merusak kredibilitas website aslinya. klo tidak niat bikin apps sebaiknya stop aja, krn versi web nya sudah bagus.",saya bandingkan versi web lebih responsif dlm menanggapi aduan dibanding versi appsnya developer apps lapor juga tidak menanggapi reviews setiap penggunanya maka tidak heran jika ratingnya ratarata perbaiki kinerjanya boss jgn merusak kredibilitas website aslinya klo tidak niat bikin apps sebaiknya stop aja krn versi web nya sudah bagus,saya bandingkan versi website lebih responsif dlm menanggapi pengaduan dibanding versi appsnya developer apps laporan juga tidak menanggapi reviews setiap penggunanya maka tidak heran jika ratingnya ratarata perbaiki kinerjanya boss jgn merusak kredibilitas website aslinya klo tidak niat bikin apps sebaiknya stop aja krn versi website nya sudah bagus,"['saya', 'bandingkan', 'versi', 'website', 'lebih', 'responsif', 'dlm', 'menanggapi', 'pengaduan', 'dibanding', 'versi', 'appsnya', 'developer', 'apps', 'laporan', 'juga', 'tidak', 'menanggapi', 'reviews', 'setiap', 'penggunanya', 'maka', 'tidak', 'heran', 'jika', 'ratingnya', 'ratarata', 'perbaiki', 'kinerjanya', 'boss', 'jgn', 'merusak', 'kredibilitas', 'website', 'aslinya', 'klo', 'tidak', 'niat', 'bikin', 'apps', 'sebaiknya', 'stop', 'aja', 'krn', 'versi', 'website', 'nya', 'sudah', 'bagus']","['saya', 'bandingkan', 'versi', 'website', 'responsif', 'dlm', 'menanggapi', 'pengaduan', 'dibanding', 'versi', 'appsnya', 'developer', 'apps', 'laporan', 'tidak', 'menanggapi', 'reviews', 'penggunanya', 'tidak', 'heran', 'ratingnya', 'ratarata', 'perbaiki', 'kinerjanya', 'boss', 'jgn', 'merusak', 'kredibilitas', 'website', 'aslinya', 'klo', 'tidak', 'niat', 'bikin', 'apps', 'stop', 'aja', 'krn', 'versi', 'website', 'bagus']",saya bandingkan versi website responsif dlm menanggapi pengaduan dibanding versi appsnya developer apps laporan tidak menanggapi reviews penggunanya tidak heran ratingnya ratarata perbaiki kinerjanya boss jgn merusak kredibilitas website aslinya klo tidak niat bikin apps stop aja krn versi website bagus,negatif,41
3,"tlong gimana cara mendaftarnya udh ngetik kata sandi sulit"" tetep aja gk bisa terdaftar","tlong gimana cara mendaftarnya udh ngetik kata sandi sulit"" tetep aja gk bisa terdaftar",tlong gimana cara mendaftarnya udh ngetik kata sandi sulit tetep aja gk bisa terdaftar,tlong gimana cara mendaftarnya udh ngetik kata sandi sulit tetep aja tidak bisa terdaftar,"['tlong', 'gimana', 'cara', 'mendaftarnya', 'udh', 'ngetik', 'kata', 'sandi', 'sulit', 'tetep', 'aja', 'tidak', 'bisa', 'terdaftar']","['tlong', 'gimana', 'mendaftarnya', 'udh', 'ngetik', 'sandi', 'sulit', 'tetep', 'aja', 'tidak', 'bisa', 'terdaftar']",tlong gimana mendaftarnya udh ngetik sandi sulit tetep aja tidak bisa terdaftar,netral,12
1,"Sudah beberpa hari apkx tidak bisa mengirim keluhan yg muncul internal server eror, seharusnya performax brtmbah bgus bukn jd jelek bgini","sudah beberpa hari apkx tidak bisa mengirim keluhan yg muncul internal server eror, seharusnya performax brtmbah bgus bukn jd jelek bgini",sudah beberpa hari apkx tidak bisa mengirim keluhan yg muncul internal server eror seharusnya performax brtmbah bgus bukn jd jelek bgini,sudah beberpa hari apkx tidak bisa mengirim keluhan yang muncul internal server error seharusnya performax brtmbah bgus bukn jd jelek bgini,"['sudah', 'beberpa', 'hari', 'apkx', 'tidak', 'bisa', 'mengirim', 'keluhan', 'yang', 'muncul', 'internal', 'server', 'error', 'seharusnya', 'performax', 'brtmbah', 'bgus', 'bukn', 'jd', 'jelek', 'bgini']","['beberpa', 'apkx', 'tidak', 'bisa', 'mengirim', 'keluhan', 'muncul', 'internal', 'server', 'error', 'performax', 'brtmbah', 'bgus', 'bukn', 'jd', 'jelek', 'bgini']",beberpa apkx tidak bisa mengirim keluhan muncul internal server error performax brtmbah bgus bukn jd jelek bgini,negatif,17
1,Tidak bisa menarik laporan kalau sudah diupload,tidak bisa menarik laporan kalau sudah diupload,tidak bisa menarik laporan kalau sudah diupload,tidak bisa menarik laporan kalau sudah diupload,"['tidak', 'bisa', 'menarik', 'laporan', 'kalau', 'sudah', 'diupload']","['tidak', 'bisa', 'menarik', 'laporan', 'diupload']",tidak bisa menarik laporan diupload,negatif,5
5,Siiiip,siiiip,sip,sip,['sip'],['sip'],sip,positif,1
1,"Tadi siang saya sudah bikin laporan dan sudah tersimpan. Tapi sekarang tiba2 laporan yang saya buat tadi hilang tanpa ada tindak lanjut. Kemudian saya bikin laporan lagi tapi tidak bisa dikirim dengan alasan server eror. Tolong sekali pak/buk, jangan karena kerjasama yang lebih menguntungkan, anda semua jadi lalai sama rakyat kecil. Kalau anda menciptakan forum untuk pengaduan dan informasi, setidaknya laporan kami ditindak lanjuti.","tadi siang saya sudah bikin laporan dan sudah tersimpan. tapi sekarang tiba2 laporan yang saya buat tadi hilang tanpa ada tindak lanjut. kemudian saya bikin laporan lagi tapi tidak bisa dikirim dengan alasan server eror. tolong sekali pak/buk, jangan karena kerjasama yang lebih menguntungkan, anda semua jadi lalai sama rakyat kecil. kalau anda menciptakan forum untuk pengaduan dan informasi, setidaknya laporan kami ditindak lanjuti.",tadi siang saya sudah bikin laporan dan sudah tersimpan tapi sekarang tiba laporan yang saya buat tadi hilang tanpa ada tindak lanjut kemudian saya bikin laporan lagi tapi tidak bisa dikirim dengan alasan server eror tolong sekali pakbuk jangan karena kerjasama yang lebih menguntungkan anda semua jadi lalai sama rakyat kecil kalau anda menciptakan forum untuk pengaduan dan informasi setidaknya laporan kami ditindak lanjuti,tadi siang saya sudah bikin laporan dan sudah tersimpan tapi sekarang tiba laporan yang saya buat tadi hilang tanpa ada tindak lanjut kemudian saya bikin laporan lagi tapi tidak bisa dikirim dengan alasan server error tolong sekali pakbuk jangan karena kerjasama yang lebih menguntungkan anda semua jadi lalai sama rakyat kecil kalau anda menciptakan forum untuk pengaduan dan informasi setidaknya laporan kami ditindak lanjuti,"['tadi', 'siang', 'saya', 'sudah', 'bikin', 'laporan', 'dan', 'sudah', 'tersimpan', 'tapi', 'sekarang', 'tiba', 'laporan', 'yang', 'saya', 'buat', 'tadi', 'hilang', 'tanpa', 'ada', 'tindak', 'lanjut', 'kemudian', 'saya', 'bikin', 'laporan', 'lagi', 'tapi', 'tidak', 'bisa', 'dikirim', 'dengan', 'alasan', 'server', 'error', 'tolong', 'sekali', 'pakbuk', 'jangan', 'karena', 'kerjasama', 'yang', 'lebih', 'menguntungkan', 'anda', 'semua', 'jadi', 'lalai', 'sama', 'rakyat', 'kecil', 'kalau', 'anda', 'menciptakan', 'forum', 'untuk', 'pengaduan', 'dan', 'informasi', 'setidaknya', 'laporan', 'kami', 'ditindak', 'lanjuti']","['siang', 'saya', 'bikin', 'laporan', 'tersimpan', 'laporan', 'saya', 'hilang', 'tanpa', 'ada', 'tindak', 'saya', 'bikin', 'laporan', 'tidak', 'bisa', 'dikirim', 'alasan', 'server', 'error', 'tolong', 'pakbuk', 'kerjasama', 'menguntungkan', 'lalai', 'rakyat', 'menciptakan', 'forum', 'pengaduan', 'informasi', 'laporan', 'kami', 'ditindak', 'lanjuti']",siang saya bikin laporan tersimpan laporan saya hilang tanpa ada tindak saya bikin laporan tidak bisa dikirim alasan server error tolong pakbuk kerjasama menguntungkan lalai rakyat menciptakan forum pengaduan informasi laporan kami ditindak lanjuti,negatif,34
